,text,cEXT,cNEU,cAGR,cCON,cOPN,no. of. words,cEXT1,cNEU1,cAGR1,cCON1,cOPN1
1821,asignment like hot dorm room feel sweaty especially night difficult sleep weeks school feel self get stress day workload quit large time need actually right class hour assignment calculus eat lunch know wonthoseprobably eat lunch starve go today get wristband game draw ticket tommorrow morning guess go miss class stand line ticket happy wander girlfiend right havnt see today live build rarely usually night study talk miss time spend live home go greek sorority fraternity school maybe min day leave talk hopefully things easier later semester live dobie haveroommates andthem try teach guitar sick hear stupid guitar plus suck accidentally push button push forward type timer start wonder matter time tie minutes serously consider go class want eat lunch nap realize funny class pyschology assignment mean energy class kid worry miss important tire lecture fell asleep minutes wake confuse work friday big problem fraternity go night week pledge expect time go stop type ,n,n,y,y,n,153,0,0,1,1,0
1822,minutes start get ready work want need money mom call yesterday say bank account get low want know spend suppose use money stereo amaze fasthundred dollars austin love austin far tonight go corry morrow concert probably stay home study like meet people austin probably mom grip need study spentdollars today wash clothe make mad think better things money wash clothesloads clothe costsdollars ridiculous go home saturday becausefriends turn nineteen party go home likeweeks ago want miss birthday wait home roommate cook roman noodles decide want eat think want lay pool today need tan spend day clean house wash clothe fun get check work make wonder work onlycheck far come guess realize college student need money soon possible want tattoo probably main reason want check start come mom know want tattoo kill secret time find long time get roommate wantstoo talk mom need audio store car stop work stand bass listen music better soon need read book freshmen seminar class book pretty bore easy read guess survive dread go work minute wish skip tonight sound appeal bathroom guess suppose sit type thoughts roommate kind hard train think guess point write go head drive home saturday go long worth guess go fun feel nice clean house clean room time week get pretty bad roommates boyfriend sleep right music pretty loud probably turn go night go apartment fun yeah forget cop come good thing come think suck party break swim bring bath suit hope remember bring time look fun sit hot tub fix pee pant wish timer hurry run take pretest experimental requirement longest test thing take think go end guess hour half credit worth get pretty nervous test come like week go kill know think test think probably stay home tonight naa say need stay home study good semester scholarships remember gpa ,y,n,n,y,n,300,1,0,0,1,0
1823,go wind away look space eternity awake morning darkness hear buzz noise look thee general electric alarm press snooze squeeze hour extra sleep watch walk day shit public restroom feces flow colon toilet yeah struggle tough time know say brush teeth develop anger excitement time anger ask know exist look window big yellow neon light express well fargo shower showerhead pressure piss want nice warm water nice showerhead force strong red mark apparent hairy chest urge herbal essence urge yes away blue light things darkness exist prerequisite life doh homer simpson say donuts coffee soon soon satisfy crave ihop pancakes nice morning breakfeast nice restaurant elevator stupid ignorant people live firstfloors lazy walk stairs firedrill today annoy pulsate noise tire imagine firefighters climb floor clear smoggy morning september love skyscrapers grow everyday passion desire new taller build arise grow larger larger wait hollow groundperhaps build hope tennis vigorous sport agility swift hit nice yellow ball throw dog love dog nice gold fur blow wind slow motion love see mix progress start hump humpty dumpty sit wall fell forget riddle go itsy bitsy spider climb window care longer kindergarten college usa largest college whoohooo urge drink maybe fuck good sex smoke illegal room mate fart say sorry care smell essence nice allure fragrance entitle natura body work different ways stomach hurt bloat stomach day like balloon fill oxygen helium float air swim sea fly air ultimate luxury eat tabasco flavor cheeze high sky yeah good time rock forever forever live like drunken little bastard year ambition thrive parent constantly pester class viju baba course usual response usual come mouth deep inside heart want concentration lack like force agree simply upright stupidity stupid stupid stupider stupid judge different level ignorance bliss honey bee fly sting bee wasp speak sting like singer sting good singer anyways speak things think things way things things leave way things things obey things stuff yes need pee flame whopper commercial thrive background head feel urge penetrado yeah music play bye bye bye ,n,y,n,y,n,335,0,1,0,1,0
1824,wasn ready weird write think think random things like school miss family roommate go tonight look cute kind formal frat like frats boys feel uncomfortable lot guy notice way kind weird time think better get college guy notice change cute friend girl begin accept like begin kind like beingthe guy poot forget away message instant messenger hopeims maybe sec okay feel like time pass slowly type maybe want feel like type lot slower think use finger pointers feel sorry people think way read think huge loser loser assignment weeks wait thinkweeks andday away weeks days think maybe know date get ahead think right scratch scab arm hurt know get feel like little kid fall time bruise arm legs scab elbow knees clutz need adjust screen get hard write hope misspell word best speller type get worse spell becasue terrible think people rely computers fix mistake talk phone internet stuff help fix relationship problems roommate put lotion make laugh lot actually hard funniest person brother law jeremy hilarious sayword bust laugh wish funny laugh make people feel good cousin make live longer laugh wonder right laugh roommate sneeze laugh fix spell wrong cousin best friend leastthem miss lot arlington austin far hard allow come parent throw fit probably worry send email today aunt teacher mansfield summit teach grapevine high school meet guy teacher go south west texas minutes away develop feel go boys friday girl ryan boy hang lot time great guy want know better saw night friend house introduce barely talk try talk think try talk girl name cassidy keep interfere go osu come weekend best friends keep keep talk tell follow aroundpart laugh lot like guy laugh thing make feel comfortable like know long time thing look guy comfortable laugh good combination things make happy roommate talk sister right make miss sisters older miss actually hang day today know miss love lot amaze grow closer years apart guess grow make family better blake felix cute sarah crush fun jake anderton liar big jerk know think fun hello differ personalities totally like musicals instance know thing want actressday speak musicals love broadway want awesome movie courtney sister get closer like sisters woah totally subject think write listen courtney talk hard kind like listen music study hard time ,y,y,y,y,y,377,1,1,1,1,1
1825,heather hughes years old catholic like play piano miss family miss friends alot friends come hang high school boyfriend live totally different life debate team dance team join organization high school give explanation grade great friends smart graduate toppercent class cell phone ring want pick think cousin leave kind get nerve call cell phone time instead room number tell call cost alot long distance number home mom free bad dream night mom dream sweet appreciate think friends come orientation summer hat call mom minutes tell texas tech midland college community college hometown like miss think miss exboyfriend think dislike orientation break go high school tech want get business school want honor program guess little conceited believe smarter average student tech apply early hear wait wait receive letter mean know college friends go kit parent give deadline say decide college march decide come think upset tech eager accept honor college think tons couple different colleges surely kit prom roll weeks later kit prom court amaze court learn dance eat properly wear coat tail tux look great bulky football player day prom roll kit callls court get limo think great worry transportation say room date court ask suppossed prom tell parent drive upset becuase later court choice ride limo kit choose ride people hardly know know able forget awful feel everytime think prom remember say prom act weird choose upset bring say best know think best better education miss try summer say want everytime hard long distance relationship disappoint summer go get tatoo know dispise right leave tech tell week later run parent best buy mother tell time like vow time go think good fall love memory wonder date ,n,y,n,n,n,277,0,1,0,0,0
1826,worry things right feel far study able catch get book class fairly hard year usually guy stay things like headstart like things microeconomic book friend later tonight begin read class chapteralready begin houston right hometown leave aroundhome nice time relax enjoy old friends time home find absolutely houston fun things start change view emotions different view parent brother differently appreciate company guess miss awful lot brother close try talk night live houston enjoy talk share thoughts experience kind glad go austin later today miss alot go friend birthday party football game chinese bible study meet hop attend gladly regret comming houston home enjoy fairly suddenly feel like sense burden lift shoulder think school work homework smile face sense peace sense sadness go depart wonderful place home parent home right mom make best dish smell upstairs miss mother cook know comming months university texas mind fun excite think friends emptiness guess things better time progress use freedom use things speak close friends hang feel comfortable people nice far meet variety new face throughly enjoy company enjoy make new friends meet new people learn friendships important use alot place place learn friends feel like lose good friend high school close like brothers college like want hang girlfriend friend date date spend alot time activities strongly disapprove want continue friend hard efforts friendship hope end friendship go college time learn expererience things experience sceanarios idea solve trials future nick chu ,y,n,y,y,y,237,1,0,1,1,1
1827,start assignment hard write think think think write sorta worry poor grammer lack sentence follow hard type contiuning stream sentence grade completion guess get point take lack coherency clue point write think say write drink mountain dew count try cram junk class today go week reason dident feel like probly responsible pre cal homework bother figure right probly go bore right tommorow judge westlake debate tourny thats good fro dollers mind go blank like force contiually type cheat write think wonder girlfriend right roomate play ncaa college football right loud sorta distract stop type guess matter wonder long thing type non coherent rant pointless need get pre cal think drop hmm notice type like type somelike complain stuff instance mind go blank think err think indians real reason banner make money browser thats track action right consider inactive buddy list keep chime people come online wonder time leave think girl meet day psych class tell stream concenus turn peep band remeber right beach half way time bore probly anthro consider quiz tommorrow open book know cover look like slaker need self motivate work pointless restrain pointlessness bunch class arnt go serve real purpose want debate teacher like focus class pre cal mind keep pop lot different random things allow start type random word find difficult assignment let type whats go mind stream think go choose organizedguess try start typng random word like sock monkey donation tree think type allow self bore coherency type random things aoll confortable worry typos tell think delete things wrting hit wrong letter guess thats good obviously contiually type stop coreect typos stop care read raead type random rnams otnwoanm go rtong hit backspace think habit like lock door lot senstence stop decied look screen type backspace anymore know matter hey roughly mins leave beklieve know hmmm bore key key kthek eye ching mouthani ntdw tddrinkn horrible lookng scree want backspace probly wonder mloogn mins leave start annoy probly wrong thats possible hmmm want check cross need study probly end probly antrho quiz probly turn math homework gues go fail eck fail probly need work snl hairy somethingawful com cool know mind start think random word know suppose type waht mcdonalds shower apt hall incohrent like odf rant annoy go stop think time go check mins leave piece like struggle indecisive stream consensaih con err spell title roomate tell leave cloths dryer think go check timer need hurry need laundry blah lah blah moo timer second finalyl roughly catch psych bah days come fast hmm think timer like second away contiune time ,y,n,y,n,n,426,1,0,1,0,0
1828,know heck guess write stupid stuff think slow typer time make nervous mess lot read sorry lot mistake ton toinght want bed early clock class morning soon finish need tot girl physical science class lab assignment becasue book time go difficult number hopefull form somebody sorority completely hopelss roommate watch movie gettign nerve people make shorrible die noise sound gross anyways list tonght need pick stuff tranfer data book forever write minutes feel like waste busy night thats get glad friday reason write friday mad morning think miss turn easy point definately need love class extra things test best test taker extra help like peenebaker lot go fast material kindof lose thats like discussion sessions think go help froma small high school small class discussions comfortable midland think day say midland hear know comment midland odessa like thathate people try lump get nerve different go home midland weekend get ina wreck friday night suck fiirst wreck back big deal nut think go expensive get hard concentrate listeningroommates talk ont phone gettig distract want type say ogsh miutes insane know wrists start hurt get phone get distract trrying talk totally lose train htought hass probaba defeat purpose write assignment think talk yes go home weekend wreck go dad car get distract go sisters football game cheerleader varsity game cheer sophomore remember varsity game nervous freshman year let freshman try varsity bacuse conflict year andother girl girls varsity foryears kindof cool letteryears row onlythat graduatedyear letterman karah hte girl quit senior year sad yeah second leave glad ,y,n,y,y,n,255,1,0,1,1,0
1829,frist let think topic look country texas hill conutry useraly frist thing notce ceder tree like tree upset ceder tree native country adattined climet sence ceder tree evergeens fee themselfs year round give avantivce tree grow naturaly oaks jupaters oaks jupaters lose thier leave fall species tree grow slowly aposed ceder wich grow fast ceder tree drowed oak native tree upset ceder forest nice look impressive forest old mujestic oaks jupaters beatifull puple white blossmues thing ceder grow close low grind make hard walk ceder woolden area think great walk aroud forest huge old oak tree head pervade shade let cool wind througt yes cerncely roll hill hill conutry beatuifull surely enhace beatitude walk woolds ,y,n,n,y,y,115,1,0,0,1,1
1830,get take shower hop wake read things need read class shower sure wake girl live floor see take best shower hot water take twice long shower mad anger add frustration homework tonight listen music write stream consciousness figure best time multiple feel right addition anger shower incident frustration class homework assignments friend bring topic recall past emotions recently take break girlfriend tell sad lonely break mutual tell yeah know mean end things guy mutual instead acknowledge move ask question relationship past guy take long time forget experience deal talk little sad like say break bad bad felt like waswho understand go throughcould help way life situation andcan fix strict parent change beliefs try shrug subject away bring topics soon laugh dumb internet site send help sadness know time need realize girl girl break relationship bond strongerwill come realization world opportunity content havetying miss boyfriend girlfriend relationship meet fine fine enter college promise smart sensible decisions fun process huge group guy friends way better thanboyfriend opinion meet leastnew people class cry loud plenty fish sea yes college great far recently join kung feel good love quit strict parent sport stress love watch athletic people class martial arts big interestthe girls kung class bonus surround athletic guy feel like special way like unique better guy flexiblity grace key shu kung get ,y,n,y,y,y,219,1,0,1,1,1
1831,brandom type slow right watch ranger game love sport music dominanate life love dallas maverics star cowboys burn texas rangers microsoft worl kill ability spell word correctly terribly mad depress cowboys mavericks lose think mean spend alot time devote check internet aboiutofrtimes day music love music favorite band blink people sell theeir music change change drummers producer enima state different pant jacket right think peoplee hate whats popular hate change band alway change grow talented shiot happen life love blink polka album horrible buy stick love think cowvboys win rest game lose game win rest favorite team feel way mavericks fwd sport like love hate map make bastard hate dallasfortworth fort worth dallas fort worth big city hat dallas map clevland mhashville bbut fort worth alos hat abc nbc fox news news cast dallas fuck tornado hit fort worth hear news old lady air condition break dallas live helicopter shit hcbs base dallas fort worth news hate missouri grand simpson hate peple thing response love double stuff oreos like apples fruit potatoes vegtables strwberry salad bad hand write fourth grade teacher say paper fifth grade teacher grade like chicken noodle soup little girls love brother tell say thank tell follow everwhere forever step foot crowley thing tell brother hot comb hair wear hat actually think alot self situation act ourt little head talk myt self act situation head loud want desire bother graduate years content work hours week get parent loser things want lfe kid st girls makenzi ann dog name mike soccer mom wife want work want stay home watch kid content want house expensive things drive consistantly new cars money rule life parent want mom remember like salad pay college dad work live big house ,n,y,y,n,n,287,0,1,1,0,0
1832,sit dorm room listen roomate talk phone boyfriend finish study read jumble head think weekend go roomate sister come stay junior come say depress want sure good time go chapter meet tonight tell weekend pledge retreat field day saturday study read entertain year old girl know go know work listen little piece information roomates conversation curious go sound interest think need people need talk difficult talk friends hometown talk mother try class meet hours day roomate offer room couple friends come stay dorm weekend girls extremely annoy think stay hopefully retreat overnight alright roomate best friends elementary school things change come night drink try clothe piss nice leave weekend go san antonio stay boyfriend get hotel room night nice room entire schedule boy go high school shock helpful tell remind assignments things go fig class today felt like fifth grade assign project create shield usual like word describe stuff nature finally talk boyfriend today time couple weeks break go different colleges handle guy go home weekend dorm room smell like chinese food trash thursday stink laundry dorn special laundry card need grocery store buy folders drink probably leave girl live hall excite class tomorrow theta mexican lunch tomorrow take best friend pledge class catch jenna bush think people join like girl room exception father president unite state meet tonight secret service kind cool give sense security protect girl pledge class nice meet sweetest girl hall go grandmother th birthday party couple weeks near dallas keep mess pointer go middle page suitemate popcorn offer smell incredible ,y,n,y,n,n,255,1,0,1,0,0
1833,fairly apprehensive begin assignment official college homework little worry able entire minutes thoughts lack think loss interest intrigue ponder speak ask trace stream think minutes right feel pretty tire guess little thirsty guess life life board game parker brothers know thewhere buy house insurace life sit complete assignment forclasses life number things pony ride illinois state lincoln birthplace desire return abe th president remember history best class take highschool pony ride years girl hall dorm train horse talk semi frequently roomate lot study upwardsseven hours day make feel guilty make best use time figure college specifically waste time definately waste class week philosophy discussion section tomorrow nice haveclass fridays disappoint get assign scetion day weekend week appreciate suppose go say boyfriend come town weekend nice attend texas agricultural mechanical university texas people shock dicover date aggie guess die hard longhorn fan know sever relationship people think definately school pride rivalry attend game probably wear orange eat yogurt lemonade soon theseminutes need photos room roommate small van gogh print favorite pretty passionate art lot read summer history pecific time periods western art roommate aesthetic value win ,y,y,n,y,y,185,1,1,0,1,1
1834,think relationships lately speak mind bewilder thoughts girlfriend year new girl date friends love love longer new girl mean world nice change pace new like help feel think reason sexual relationship year sexual partner think keep tie way problem new girl turn want sexually reason arouse nkow mean want reason able wonder healthy sexual relationship new girl fix problem stop think eventually pass time chronic thing bind want offend new girl get arouse want think attract god wait live dallas year younger town occasion make worse temptation go college take advantage drink tell new girl good go volunteer information ask definitley lie break want free mean go college want possibilities weight girl friend week break make want relationship state like like try impress spend lot moeny plus take weight lift class look better definitley want know like muscle beautiful face pop head everyday face meet love hope want fall love live hurt close person love let fall love let happen afraid know fall love get hold get strong wait till town october take haunt house love hat mean cling like white bread love put arm love fool take shirt aggressive god love aggressive woman attractive eye woman control somethign rare pose want physical afraid virgin want steal innocence sweet innocent want corrupt especially know definite future think want sex signal give fool sure ahead fall love state want man make jealous jealous reason make guess know hang guy osmetimes guy piss mean trust butthe guy hang boyfriend make clear madly love suppsoe god wish jealous mean date jealous jealous entire previous relationship make happy wrong think constantly think love ,y,n,y,y,y,269,1,0,1,1,1
1835,holy crap hurry type go long time bore wrist hurt type like go prove ouch leg itch neck stop type complete failure wonder itch hope smell bad punctuation guess long believe wonder fast type wish watch later go eat kow think pizza likely sound good need use restroom smell good smell like popcorn wonder movie like watch movies remember time movie friends middle movie say game funny want watch cartoon like transformers wonder anymore mean like favorite neighbor blast excellent music sound like punk enjoy want stop type sargent door lock want milk good glass milk skim gross drink like water milk guess people drink yes mins leave type hand get tire cool room wish jester moore hill friends jester make feel bad themall time hey jerk face turn music make stuff desk hope change things paragraph require becaue probably fail write stream total conscienceness guess need stop periods need nap hard know type think worry laundry yesterday believe bad team play saturday score second half pathetic happen need potty stupid paper know cartoon excellent choice watch mean like aqua teen hunger force make laugh hard need download undergrads excellent bad take air wonder useless trivia know bet lot come actual knowledge know wonder need swim like swim water feel nice cold make faster warm water wonder swim joe jamail swim center type shut music drive crazy complete silence room fun hey gabriel turn watch type good think wonder mark closet door bet horrible grammar excellent type speed need hope good grade paper worth time okay onlyminutes leave come kevin wonder type lot surprise happy think take wonder get better need study hope paper lot better thisbecause hate write feel think feel force like jerk door leave excellent talk useless trivia bet state mins hard best friend reed able take mins halfelse challenge able make want shoot ,y,n,y,n,n,307,1,0,1,0,0
1836,tomorrw finally home homecoming andfriends run queen college great exerience far lot read flip lot party meet lot fun people goodness hair cut weekend excite long long time glad home town small judgmental everyknows thing everythe town day article write high school extra horrible coach home town slander go lawyers police involve guess involve thank god psy class interest thank god prob fail course wow ntwenty min lot longer think run things usually case time quit talk hard think subject talk boyfrien thats like answer people thats high school relationship best frien dane boyfriend decide want week leave college play football realy stay contact foolish pride guess able stay commit guess real problem want hold know thats like avoid scar commitment little plus havewhen sound like typical guy whos judge ,y,n,y,n,y,130,1,0,1,0,1
1837,wait brad home hope talk michael need figure happen things worse believe petty ordeal seriously expect pat proud start smoke pot little massive amount understand earth simply think medications immune sick pain valid excuse issue escape agree yes face exactly go disorder problems hate like feed justify know wrong honestly think know wrong claim regret deep think rebellion kill show hypocritical maybe year ago bashinghis good friends similar guilt trip icq away message finger point know thats scar brad michael best friend stand turn benny knowntoo people end permenately stone bad remember past fix sad watch stop able function know know thatthese days go say thatone die sad best friends drug addict nearly lose live continue use dead personality people drug petty petty worry effect brad right michael basically friend guy friend michael hold definately kill seriously screw future brad hard time make friends actually incredibly surprise conisdering track record shyest drama major meet talk people talk get upset introduce people know believe talk talk get frustrate great meet friends sit star promise try hold yes kind annoy seriously hold markedhis quirk guess hold agianst hold believe michael hold grudge get mad grudge year lecture listen try hold christian turn cheek forgiveness thing try honestly admit life easier constant reminder stuff happen year new chapter life great follow want brad happy old michael problem change recently definatley better make feel need return favor control manipulate abuse year victim make sad great guy take advice get fast trevor understand like claim definately approve life friends choose drug bring die time know realize wonder micael late ,n,y,y,n,y,264,0,1,1,0,1
1838,stream conciousness hmmm mind clearest late music background soothe make think ted music play ashley favorite amaze thatperson pillar strengthperson change little strength independance perserverance beauty power love intellegence things want want best want want precieved people high school life people think usually want feel small wait feel big physcially emotionally big fragile pilar strength home bed home time home walk door feel like home morning wake right get right day dashboard confessionals listen make feel comfortable quiet hear load understand list list procrastine study habit bad mom right hate mom right yell dream dream emotions hide dream rain wonderful make breathe lighter love sleep rain window nice today sit bed let sky fall life dress rehearsal poster wall go second chance get moment happen look spend moment type like crazy person try minutes realize long minutes sound shower lot like sound rain like like smell room shower clean fresh make smile picture important important thing capture picture care happy camera come smile appear wheater want like dance walk stage totally different person dance wonderfully curel twist torking pain stretch walk stage slap smile like feel good pretend lie hmmmm ponder biology book keep star scream read god right get dedication get thing go nextfive years biology motivate thing motivate dance sad true dance live street corner guadalupe happy poor rich happy happy want minutes stream conciousness hmmmm ,y,n,y,n,y,228,1,0,1,0,1
1839,hot air conditioner break bead sweat trickle neck chair hate hot cold hot live cold environment texas home kill live michigan like imagine wake work car door freeze shut hell think perfect place live california southern florida course hawaii goingthose old people beach retire husband havethose fish businesses take tourists fish ocean laze pool day grandchildren come visit easy way parent time kid love beach beach love feel sand toe salty air run feel water feet love ocean want marine biologist little good math science definitely love marine life corpus christi time couple years time drag boyfriend texas state aquarium animals especially sea otters favorite hear aquarium monteray bunch sea otters love california fornight go hawaii day great state hawaii know government pay family travel couple years stress away france know government insurance pay trip beach natural heal power america know promise trip hawaii year committ crimes pay tax comply murder rap robberies sort piss government forget couple strawberry daqueries swim bar star hotel look pacific aquarium release tension imagine go ocean see dolphins jump boat whale splash tales good years god need vacation little weekendwill fine maybe san antonio coast hell settle home free meals shop fort worth cure ailment pretty sure beach best bet best late night water star moon reflect ocean sound pulse wave cool breeze think start pack bag damn swim suit stop target way ,y,n,y,y,n,229,1,0,1,1,0
1840,know suppose best lot thoughts go mind right feel nervous excite college life bring feel need manage time scar go catch weekend say need figure talk mom everyday make sad everyday think family miss close nieces nephews mean world everytime talk phone make felt like leave know stay order succeed boyfriend help make feel better understand feel actually miss family get mad say things better sad think come home know true wish way let know think leave know home graduate home know visit feel pressure soo ways worry want end soon want finish school quickly possible feel need begin life mean begin life actually start need real world perspective mom hold shield life open eye lot learn know wish experience things mean boyfriend hold lot get experience things sorry know go work realize social virginia moreno ,n,y,y,y,y,136,0,1,1,1,1
1841,right dorm room recover class prepare even fill study ears receive wonderful sound jack johnson jackopierce dave matthews ceili rain camp allen classic smell particularly sinuses act game soccer night guess grass lbj fountains fire histamines feel little anxious stress right wake morning class start class small attendance base simply skip rush door believe rush cause feel race day stress come inability finish project class result oversleep know professor proud afraid grade suffer result want grade able easily transfer school right believe able cut years architecture school commit finish semester evaluate things mind wander psychology class today pennebaker anger suggest thatthe greatest christians time spirituality religion frauds conjure temporal lob say paul saw vision christ fell road damascus probably hit damage temporal lobe paul saw blind light cause fall afterward blind cause damage temporal lobe furthermore people receive visions happen receive paul home result events say piece realize music listen make miss friendscalled come boston talk try old friends person move life effect want friends come visit campus reason feel like step visit songfrom christian summer camp work pastsummers take friends summer love talk occasionally internet phone prefer talk face face possible phone lastly internet impersonal talk internet instant message plus fully express sarcasm example hard decipher write wow actually write minutes enjoy actually little therapeutic express like ,y,n,y,n,n,218,1,0,1,0,0
1842,know tonight cory morrow concert midnight rodeo place ben white idea maybe girlfriend pretty weird look online saw ticket go like know people think reserve season football ticket line get ticket entire season include game pretty cool mike get upset cause go college station weekend instead go jerry jeff walker gruene saturday god hate nashville country thing get change radio station upset wonder roomate houston suppose show get calculus homework like problems pretty cool wish clean room little want play soccer tonight clark field like watch american pie tonight cool haha beenminutes go forever wait joe homecoming want alumni party game supposedly pretty fun mind underage haha leg hurt press table write homework tonight print spanish worksheets keep hum odd intervals wonder go decent radio station recieve dorm go music kazaa haha kid travis tritt great day alive come haha hope care grammar try write quickly care kind stuff song remind garner state park blast dance night people park awesome buddies meet cute girls baytown like know want baytown haha bed comfy lot nicer need fix great song end wonder haha little kazaa listen billy kid pat green let tell good song wish play fiddle need sign music course semester play fiddle cool suck good bad haha halfway wonder people write things bet read pretty darn interest haha hold darn right haha anyways want calculus fiddle sound cool song solo soudns awesome seriously download song listen solo like texan haha hate antonian high school buddy send link webpage proud state semis baseball funny thing lose round playoffs record year need change song go playoffs better head head record lose time inning idea upset freak junior drop fly ball outfield tie run piss song awesome southbound pat green talk come texas leave kansas pretty cool know get game get ride maybe amy homework fun haha love mention austin songs pretty cool clean room need whats place midnight rodeo ask cover cory go stage hope college expensive man love soutbound haha new song come feel like little palo alto naked sorority girls lyric thatare pretty funny sigma chi guy show song rush week expenisve think delta sig way cool song awesome beat haha actually go pretty fast maybe know calculus problems come love greek haha love song fun adios till time ,y,n,y,y,n,379,1,0,1,1,0
1843,want lose weight want rob look want wonder say wonder want act like hes get homework actually know guess skip homework guess hes freshman know better junior want hard assignment right mind wonder rob think hehe wonder know hair love hair body damn junior boys body like whoa bracelets annoy wait til wish lay right pool close mondays want hair grow grow hmm let years matter damnt try longer long happen like cut shoulder like okay go grow length need relax tensions arm hand annoy wonder cause type like wish dog school want pet bad time wish pet wantand want clean shit disappear wonder happen soon terrorists wonder bomb thing go happen sadam damnit guess ready die get swing things life happy live want school care social life suppose obvious care anymore thing freshman hate boys love know whomever want everytime let like lose wonder wrong boy bet hes wonder crazy junior ask talk hangout month hes interest anymore hell care guy boy crazy wonder normal maybe scorpio believe shinnanigans recently read say scorpios horny relationships opposite sex true case go dooo crazy craaazzyy youuu love music wish write better poems write songs man pee wonder turn best friends wonder think probably obviously think let things shit like hate mis hate homework wish plug brain like like little chip learn effortless chip offer knowledge need certain subject like want doctor surgeon chip instal want actress better happen wish parent happy happy love laugh wnat old self control self control wonder go happen constitute slut know kiss lot boys slut sleep hope older cause start hard stop wonder coke hate insecure untrusting trust doenst trust hate bipolar gosh feel bad wish shake like snap quit stop get hungry tell need eat damnit love jalepano cheese rightnowww yuummm believe gettting marry pregnant sux say lot things hate make think control overmyself whatsoever need order zit medicine want lot money ,y,n,n,n,y,317,1,0,0,0,1
1844,right feel little stress wear real estate agent time student round rock morning second day row appointment need get ton laundry wash cell phone ring tons read study week little haddeals work fall yesterday deal agent ignorant unprofessionalhad deal clients back deal list result close client new home good time real estate agent austin right try best guess traditional student feel little crowd class work time graduate overyears ago go school night finally get point night class try finish day learn lot value experience years light end tunnel crazy bill pay eat cycle go work hard forget relax easy time watch lot things enjoy guess frustrate fact hours day accomplish odd assignment hear like enjoy class feel like outsider like learn new things challenge know nice people meet school people notice talk lot eye contact pass figure curious friendly smile talk people strange respond bring differently guess feel great right probably stress hop air away soon afford sick work right nose stuff throught itchy pop vitamin like go style let feel love happy relationship come austin year ago good relationship great time move move new city challenge pathetic depress little thing come move phase happier deal extreme change set schedule stick try fit late lately need work like late rude embarrass lot friends good friends sister move summer feel like miss grow year apart like twin grow thing talk say word lot time kind freak people fun cell phone ring think work stuff need today time office get leastpeople go lot weight lift shoulder soon deal close th need money sure stress get better overall think worry things good time bad guess stronger look work minute maybe learn balance schedule better weeks easier someday sure interest feel like ramble minutes work ,y,y,y,y,n,291,1,1,1,1,0
1845,come pretty crazy experience week felt like home way college attend previously place tookyears comfortable think fact grow friendlier people theexception roommate draw know best friends think lot wiht fact come fromentirely distinct background son cop whos prents get divorce son librarian parent talk get divorce women enjoy preasance think lot radical overhaul diet exercise routinegirl particular name vanessa entirely charm girl body die know trully know rightthat divine spark fill soul thew time lay eye person familiarity stem share time eventually turn amore unfortunantly curse find love frist sight fist girl friend young cnat help think hve happen meet later subject wonder parent vague notion marraige convience overheardday time sex night concieved mean come think point life wonder lust fill age follow silent impotent contemplation wonder people power old white drive hearts romantic ideals way youth sense think idealist like glass half usually people care deal alot social conciense terrible thing educate confront evertday absurdities goals want nice house car family want help world accept lesser love compensate know course high mind individuals lambast exact smae thing end doespursue intersts bang ones head think mixure thebecause moreknows moreknows world blakc white tragis heroes assumption commend make right choice get award seldom struggle moraly right choice punish incesantly grow poor saw poeple know afford right descision choose college eduction medical insurance years lot medical insurance eat clothe live life tie idea racial barriers anymore class barriers divide check book thats sya overwhelm majority poor minority look color diagnose true problem money ,n,n,n,n,y,251,0,0,0,0,1
1846,room guy girl conversation distract worry soon engulf stream consciousness sure turn funny actually right laugh make fun job haha alright business thisfavorite things friend distract try read work long bore today lot restlessnes paranoia haha people room funny guy tell descriptive story tell stories guy like point avoid try read write paragraph think funny take seriously hard concentrate lalalala people fall people relationships think actually chance think big chance long term goals hmm enjoy anticipation challenge person crush excite get quiet sudden funny happen like like awkwardness talk sex get love college kid ahhh throat dry grab beer andthose actually like beer taste beer enthusiast sure spell correctly know spell bee th grade th grade lose get word condemn spell understand judge laugh years later half minutes leave person crush call suppose come play battleship friends wish break free control boyfriend notjudge relationship control figure relationship sigh let talk relationship bad place head regret regret alright tempt umm go organize thoughts haha work company actually biggest company probably world right important say thoughts important believe think huge significance understand know sense hot hate laptops tony tell roomate grab beer tell lisa come people need little push door know mean wonder pant look big comfortable nostrils flare people think cute maybe go like minutes friends make small talk small talk funny ahh yes beer like drink can love bottle do equis father love white zinfandel mother favorite wine woah call get upset maybe little obsess laugh listen talk like attention count ,y,y,n,n,n,251,1,1,0,0,0
1847,wonder university texas weeks open new experience able decisions worry parent think weird dad principal high school limit fact reputation uphold community home town people associate dad hold different standards school college worry father reputation person want strange life worry people think weeks life style change strange live away home town friends live life sure go things freshman go right meet new friends place austin harder think time like austin lot like hometown roommate cool like fine year worry bad roommate hear horror stories bad roommates guess turn lucky wait football game miss firstagainst north texas ticket theagainst houston people know go tailgate invite game hopefully time neighbor grow television start nervous dumb movie play monkey keep make stupid noise hard try write minutes straight follow thoughts hard try hide think fact think grow follow norm parent scold tell think way parent come traditional bring experience kid ,n,n,n,n,n,147,0,0,0,0,0
